"","x"
"1",2.53039923035931e-06
"2",1.01560018315041e-06
"3",1.66894443790064e-06
"4",2.21362804665858e-06
"5",2.00283516741527e-06
"6",2.81119513845491e-06
"7",2.34312395905392e-06
"8",2.22103006514632e-06
"9",1.82774034273224e-06
"10",2.17646902160347e-06
"11",2.11875722613308e-06
"12",2.44622232895931e-06
"13",2.58477692822426e-06
"14",2.32380960091438e-06
"15",2.77169565480064e-06
"16",3.01618591389802e-06
"17",2.67584894691546e-06
"18",2.56582356860147e-06
"19",2.35913589361016e-06
"20",2.30693899607343e-06
"21",2.69401762359887e-06
"22",2.53605640429474e-06
"23",2.41523931960532e-06
"24",2.82080124314268e-06
"25",2.45753379213774e-06
"26",2.66866603689866e-06
"27",2.50584665721507e-06
"28",2.75295366057194e-06
"29",2.41610375480066e-06
"30",2.80474052006354e-06
"31",2.30456882426048e-06
"32",2.46821078378894e-06
"33",2.53156172935764e-06
"34",3.00549408761204e-06
"35",2.39514549221959e-06
"36",2.41620012971899e-06
"37",2.50425967369914e-06
"38",2.39367026796567e-06
"39",2.52208231250754e-06
"40",2.53079957988041e-06
"41",1.97979436661083e-06
"42",2.7817258723691e-06
"43",2.28771625350075e-06
"44",2.36580455646559e-06
"45",2.30158391678823e-06
"46",2.58746357953724e-06
"47",2.29687565858293e-06
"48",2.44178518729911e-06
"49",2.22039208544504e-06
"50",2.090164936853e-06
"51",2.41390818620364e-06
"52",2.28050210810198e-06
"53",2.25944141839015e-06
"54",2.47636982919415e-06
"55",2.46749961827382e-06
"56",2.54540769453654e-06
"57",2.12733005309827e-06
"58",2.60726468159674e-06
"59",1.97929713051421e-06
"60",2.62613807054977e-06
"61",2.12627747474903e-06
"62",2.02230553436228e-06
"63",2.23636001192656e-06
"64",2.21325470968539e-06
"65",2.43682661283312e-06
"66",2.23376414985667e-06
"67",2.42150483408857e-06
"68",2.18745414303231e-06
"69",2.20985684059218e-06
"70",2.17724063303084e-06
"71",2.25726922479175e-06
"72",2.09556190663331e-06
"73",2.19945466216061e-06
"74",2.21643737749452e-06
"75",2.42900808525483e-06
"76",2.00434047448416e-06
"77",2.18188427127105e-06
"78",2.0800839482724e-06
"79",2.48622905562696e-06
"80",2.14533189381862e-06
"81",2.01434692286147e-06
"82",2.21371949190822e-06
"83",2.0262120946696e-06
"84",2.15818624487258e-06
"85",2.18389202473921e-06
"86",2.03921652469097e-06
"87",2.20010973895967e-06
"88",2.16188655268942e-06
"89",2.26452701333367e-06
"90",2.37378773282872e-06
"91",2.0468336025496e-06
"92",2.14116589373765e-06
"93",2.01861965795506e-06
"94",1.99003414986253e-06
"95",2.15168307742166e-06
"96",2.14997292838414e-06
"97",2.20703118013036e-06
"98",1.93629847477576e-06
"99",2.19685175338284e-06
"100",2.08372068946539e-06
"101",2.11389038575913e-06
"102",2.15216817419458e-06
"103",2.14631118345807e-06
"104",2.16596551936198e-06
"105",2.01501642832406e-06
"106",2.05440046931321e-06
"107",2.10892474465032e-06
"108",2.01004113989153e-06
"109",2.16104732612999e-06
"110",1.88809231770652e-06
"111",2.19179087137755e-06
"112",2.24371002950537e-06
"113",1.86932599558535e-06
"114",1.97049136388323e-06
"115",1.92243299844636e-06
"116",2.0271105919839e-06
"117",2.1187348922894e-06
"118",2.1070764940922e-06
"119",2.0326194940422e-06
"120",1.84637981627447e-06
"121",1.9379283662057e-06
"122",2.07909432939204e-06
"123",2.05906635373847e-06
"124",2.06272144073168e-06
"125",1.88512946575179e-06
"126",1.84854315513118e-06
"127",1.80516451831638e-06
"128",2.08457787099406e-06
"129",1.92416267790264e-06
"130",2.06064255312027e-06
"131",1.96960167061122e-06
"132",2.01687676259249e-06
"133",1.81715110725965e-06
"134",1.92290041443796e-06
"135",2.05665783805992e-06
"136",1.93240662090529e-06
"137",2.02548679640677e-06
"138",2.0154436163296e-06
"139",1.9350598198868e-06
"140",1.86258768621137e-06
"141",1.81938309851934e-06
"142",1.89282682248685e-06
"143",1.97799132005988e-06
"144",1.79916106559276e-06
"145",1.77801819647181e-06
"146",1.78656360753021e-06
"147",2.00915033727524e-06
"148",1.8258756008456e-06
"149",1.76481229351331e-06
"150",1.84531741525725e-06
"151",1.85554971687959e-06
"152",1.79347672846229e-06
"153",1.72952477906755e-06
"154",1.85348507732285e-06
"155",1.82973371360988e-06
"156",1.75693524223452e-06
"157",1.8001632432377e-06
"158",1.84118065671184e-06
"159",1.82680278403557e-06
"160",1.76683633548225e-06
"161",1.861435578515e-06
"162",1.75670654128351e-06
"163",1.7860047199443e-06
"164",1.76299163578442e-06
"165",1.72533917955447e-06
"166",1.78978544311071e-06
"167",1.69925142851734e-06
"168",1.74714084235764e-06
"169",1.6954014553073e-06
"170",1.67671695187461e-06
"171",1.7987151920036e-06
"172",1.78557676591994e-06
"173",1.71740781606526e-06
"174",1.76365328570193e-06
"175",1.80053533993912e-06
"176",1.69065940360788e-06
"177",1.70042183063961e-06
"178",1.60897219761253e-06
"179",1.71301921193356e-06
"180",1.7006240495651e-06
"181",1.78346183381585e-06
"182",1.75666171992502e-06
"183",1.71350129998961e-06
"184",1.72021019863783e-06
"185",1.7527874359441e-06
"186",1.74057690429351e-06
"187",1.64353810637763e-06
"188",1.66835448387945e-06
"189",1.58547805445544e-06
"190",1.48661191153149e-06
"191",1.59464365512646e-06
"192",1.64099734443876e-06
"193",1.67744509847923e-06
"194",1.61834629353961e-06
"195",1.52666704453638e-06
"196",1.58276434610963e-06
"197",1.50184499183428e-06
"198",1.62650229957727e-06
"199",1.58701455534902e-06
"200",1.51226833368914e-06
"201",1.61235393670651e-06
"202",1.53094065030546e-06
"203",1.55516203337656e-06
"204",1.49643053476886e-06
"205",1.53681583193312e-06
"206",1.65569152148089e-06
"207",1.56926651898318e-06
"208",1.5004518721307e-06
"209",1.57956239958482e-06
"210",1.56712906849074e-06
"211",1.53588349799608e-06
"212",1.58586295445521e-06
"213",1.56336486312252e-06
"214",1.50206272918712e-06
"215",1.52090474810561e-06
"216",1.42570497595829e-06
"217",1.54897098592261e-06
"218",1.48003683484516e-06
"219",1.47255097251335e-06
"220",1.50418228924394e-06
"221",1.44386055358768e-06
"222",1.50533322487219e-06
"223",1.53134652575361e-06
"224",1.49464496634296e-06
"225",1.50912138135631e-06
"226",1.45923630123575e-06
"227",1.58433415838677e-06
"228",1.44841528226004e-06
"229",1.43992042889238e-06
"230",1.440635184159e-06
"231",1.43070692636234e-06
"232",1.45812612960017e-06
"233",1.44561255196085e-06
"234",1.46847922784197e-06
"235",1.37531201278077e-06
"236",1.40816311297054e-06
