"","x"
"1",1.97206446561135e-06
"2",9.39975779541673e-07
"3",1.94958639108439e-06
"4",3.0750927117863e-06
"5",2.54590746441428e-06
"6",2.1501050004997e-06
"7",3.01090806753642e-06
"8",2.99310025231535e-06
"9",3.26665815648412e-06
"10",2.37467861523059e-06
"11",2.25675154103469e-06
"12",2.89786654327596e-06
"13",2.22842468173881e-06
"14",2.568644688888e-06
"15",2.8151299193032e-06
"16",2.75483023053004e-06
"17",2.6967475075329e-06
"18",2.41475553845847e-06
"19",2.69766656770863e-06
"20",1.89192589547986e-06
"21",2.65691785761967e-06
"22",2.34386404210841e-06
"23",2.06183123435545e-06
"24",2.31131061114238e-06
"25",1.90773420844932e-06
"26",2.34003215245659e-06
"27",2.27467137318087e-06
"28",2.01871155269478e-06
"29",2.44722142404953e-06
"30",2.46067129114621e-06
"31",2.14247160729495e-06
"32",2.76537995779688e-06
"33",2.68680229154633e-06
"34",2.7340050481006e-06
"35",2.30682412927366e-06
"36",2.14406199263672e-06
"37",2.71699141082831e-06
"38",2.16663812424824e-06
"39",2.37079592756832e-06
"40",2.38389894947858e-06
"41",1.93498521870849e-06
"42",2.3977103034129e-06
"43",2.4507771490375e-06
"44",2.31072628117289e-06
"45",2.43037830091588e-06
"46",1.99140801203015e-06
"47",2.72761940536684e-06
"48",2.31084370210915e-06
"49",2.44272371289778e-06
"50",2.27591856724496e-06
"51",2.08720337125001e-06
"52",2.01624905440865e-06
"53",2.5992745882707e-06
"54",1.93476029831006e-06
"55",2.42601791944457e-06
"56",2.36601640103836e-06
"57",2.26028025737885e-06
"58",2.59928156640375e-06
"59",2.42637641399737e-06
"60",2.53158792084952e-06
"61",2.28131245798675e-06
"62",2.19263725254084e-06
"63",2.23925283156318e-06
"64",2.15298693426189e-06
"65",2.61136372209466e-06
"66",2.24240843204668e-06
"67",2.40803530558199e-06
"68",2.42751230039687e-06
"69",2.14487851252235e-06
"70",2.2526583960643e-06
"71",2.52778769279444e-06
"72",2.20131188810327e-06
"73",2.28303169248178e-06
"74",2.40280337262566e-06
"75",2.14708019016824e-06
"76",2.20818428090099e-06
"77",2.25967902707789e-06
"78",2.14448611323087e-06
"79",2.22030084240101e-06
"80",2.49780975566862e-06
"81",2.32651138104492e-06
"82",2.24919075151051e-06
"83",2.03347547149478e-06
"84",2.23256900864539e-06
"85",2.04267840348042e-06
"86",2.28454789867694e-06
"87",2.13070950223919e-06
"88",2.36646902440194e-06
"89",2.32572135730499e-06
"90",2.28151865622438e-06
"91",2.12366163219673e-06
"92",2.2563479933898e-06
"93",2.1927232839178e-06
"94",2.33045670679669e-06
"95",2.24913840516371e-06
"96",2.22309348417152e-06
"97",2.05964904380722e-06
"98",2.09554173940564e-06
"99",2.30126312544357e-06
"100",2.09438956862134e-06
"101",2.07976816446381e-06
"102",2.01187919907451e-06
"103",1.9941643233755e-06
"104",2.02695969231005e-06
"105",2.1996197395902e-06
"106",2.1476119921227e-06
"107",2.17070508322597e-06
"108",1.97026584511552e-06
"109",2.3350522701927e-06
"110",1.90571096927625e-06
"111",1.89072308440616e-06
"112",2.04913258177411e-06
"113",2.05939288088449e-06
"114",1.93277979091349e-06
"115",2.07917968303823e-06
"116",1.86539192913548e-06
"117",2.01889100330286e-06
"118",2.04698946317964e-06
"119",2.13543710244028e-06
"120",1.85366570770719e-06
"121",1.98194238468591e-06
"122",2.07891012723026e-06
"123",2.16946663016511e-06
"124",1.98154976264966e-06
"125",1.95210195124877e-06
"126",2.06167642249234e-06
"127",1.79518999949992e-06
"128",1.97641380317079e-06
"129",1.95198926603275e-06
"130",1.99789685215262e-06
"131",1.89322518275149e-06
"132",2.0730509643704e-06
"133",1.98370805398786e-06
"134",1.77722601368655e-06
"135",1.84370662168398e-06
"136",1.9246661146934e-06
"137",1.95594315289645e-06
"138",1.70387388511395e-06
"139",1.75428709113992e-06
"140",1.84764913694035e-06
"141",1.79752549402272e-06
"142",2.04180653264899e-06
"143",1.94098470987509e-06
"144",1.80768164399309e-06
"145",1.91797948854204e-06
"146",1.95723491984475e-06
"147",1.8342453899587e-06
"148",2.00574450204076e-06
"149",1.90841819850512e-06
"150",1.89753508677386e-06
"151",1.88186766723628e-06
"152",1.80447960163921e-06
"153",2.01552171191711e-06
"154",1.72817894761469e-06
"155",1.87541160368457e-06
"156",1.69341966329532e-06
"157",1.87860835932791e-06
"158",1.84893691227009e-06
"159",1.84962102830157e-06
"160",1.88443862982625e-06
"161",1.7476278551989e-06
"162",1.73928064602821e-06
"163",1.81248329249461e-06
"164",1.89492801748242e-06
"165",1.82777818738964e-06
"166",1.69458813160474e-06
"167",1.822023517721e-06
"168",1.71113717654747e-06
"169",1.70865051212892e-06
"170",1.68935394521716e-06
"171",1.69671272702233e-06
"172",1.77336864284776e-06
"173",1.59884855607021e-06
"174",1.72875112957069e-06
"175",1.73976194512247e-06
"176",1.70373029611486e-06
"177",1.60082348027205e-06
"178",1.76680398712177e-06
"179",1.77329111064079e-06
"180",1.68780443206554e-06
"181",1.7472305130683e-06
"182",1.68593016163411e-06
"183",1.63708789303632e-06
"184",1.66205643806826e-06
"185",1.65551250403266e-06
"186",1.75380379102425e-06
"187",1.4978985493185e-06
"188",1.66963159765609e-06
"189",1.64702199398456e-06
"190",1.6125910060192e-06
"191",1.53547038627132e-06
"192",1.55093236706486e-06
"193",1.71482794213847e-06
"194",1.64465440839902e-06
"195",1.66484865333991e-06
"196",1.56981691770331e-06
"197",1.54028781606182e-06
"198",1.60693960320901e-06
"199",1.69504500759247e-06
"200",1.55996083531532e-06
"201",1.54664171459015e-06
"202",1.49873842923844e-06
"203",1.58581011618989e-06
"204",1.63380939818598e-06
"205",1.58578094700291e-06
"206",1.53293402499644e-06
"207",1.57055517611681e-06
"208",1.41817684828174e-06
"209",1.51542626192896e-06
"210",1.57133997875843e-06
"211",1.51161166723958e-06
"212",1.45255357717886e-06
"213",1.41285099312838e-06
"214",1.47932468723469e-06
"215",1.6484972229497e-06
"216",1.47885320825714e-06
"217",1.54155118393422e-06
"218",1.52748572504903e-06
"219",1.62067394231651e-06
"220",1.48576429117414e-06
"221",1.50560416388566e-06
"222",1.53744943339439e-06
"223",1.55665928112365e-06
"224",1.404483134758e-06
"225",1.44444817358924e-06
"226",1.48663874702365e-06
"227",1.50755490719068e-06
"228",1.57942930701403e-06
"229",1.45803914803029e-06
"230",1.47441306340602e-06
"231",1.40257479338966e-06
"232",1.41227385104541e-06
"233",1.49838788221666e-06
"234",1.41456511174691e-06
"235",1.33867328687597e-06
"236",1.38987153636887e-06
"237",1.42020653573862e-06
"238",1.29154942125947e-06
"239",1.38811469590297e-06
"240",1.28573728464792e-06
"241",1.44196788817754e-06
"242",1.37341969340876e-06
"243",1.45821244169497e-06
"244",1.42053559794363e-06
"245",1.42848108196682e-06
"246",1.40676933636419e-06
"247",1.41962494896279e-06
"248",1.35150611391102e-06
"249",1.40874755207467e-06
"250",1.37812361379665e-06
"251",1.35376101622528e-06
"252",1.35249009555655e-06
"253",1.37742090790084e-06
"254",1.30298713748375e-06
"255",1.32902377391405e-06
"256",1.44134397111626e-06
"257",1.43216434838412e-06
"258",1.36144062346687e-06
"259",1.38364691203509e-06
"260",1.38512451541337e-06
"261",1.35865179152023e-06
"262",1.34074774821719e-06
"263",1.43324492459806e-06
"264",1.30607394602192e-06
"265",1.31697671182707e-06
"266",1.29748328955889e-06
"267",1.22031898777815e-06
"268",1.32769298102295e-06
"269",1.31736216516394e-06
"270",1.30975393603045e-06
"271",1.31652491053883e-06
"272",1.28440716993041e-06
"273",1.25616498779729e-06
"274",1.29318622274203e-06
"275",1.21573668451709e-06
"276",1.34936550713143e-06
"277",1.30295356391284e-06
"278",1.30111922246248e-06
"279",1.33875822028986e-06
"280",1.28200988449408e-06
"281",1.26263079699445e-06
"282",1.26819040158142e-06
"283",1.33899178774405e-06
"284",1.21903511557347e-06
"285",1.18690568371435e-06
"286",1.25049374300459e-06
"287",1.29985585194125e-06
"288",1.28152618501817e-06
"289",1.26714684387394e-06
"290",1.26872263505859e-06
"291",1.26042171920783e-06
"292",1.20596481493382e-06
"293",1.25161799844714e-06
"294",1.22697649653304e-06
"295",1.16678001053281e-06
"296",1.21121251036581e-06
"297",1.23921215239558e-06
"298",1.2440536086188e-06
"299",1.14962020934029e-06
"300",1.20847955244916e-06
"301",1.17735009488442e-06
"302",1.20683772130367e-06
"303",1.12202365679177e-06
"304",1.15214104924037e-06
"305",1.18691896964368e-06
"306",1.21148003971542e-06
"307",1.25167930566738e-06
"308",1.22124008707462e-06
"309",1.14685482211574e-06
"310",1.14234868637245e-06
"311",1.16014819391915e-06
"312",1.20849120705406e-06
"313",1.24101422116043e-06
"314",1.18885178690788e-06
"315",1.20267620521491e-06
"316",1.17564416211787e-06
