"","x"
"1",8.13336582890986e-05
"2",7.78764660396633e-05
"3",0.00012238900043748
"4",5.92657305387239e-05
"5",8.38908958583579e-05
"6",8.50817398235173e-05
"7",5.59996097882105e-05
"8",6.04489172849796e-05
"9",5.73114836828102e-05
"10",6.89455756086521e-05
"11",7.90991586630605e-05
"12",7.22419649646777e-05
"13",5.64456653259822e-05
"14",5.71159223059981e-05
"15",5.01915047927584e-05
"16",5.55692442739563e-05
"17",5.61675965274944e-05
"18",4.3983143924284e-05
"19",3.85537297835938e-05
"20",3.41671752672591e-05
"21",4.20267215013207e-05
"22",4.22600418546372e-05
"23",2.94572531156518e-05
"24",3.4686084999885e-05
"25",3.32182927738473e-05
"26",2.74017368870921e-05
"27",3.51282347004123e-05
"28",2.38779713236252e-05
"29",2.9435133198281e-05
"30",2.6791071559264e-05
"31",2.41083059540024e-05
"32",2.50052031546778e-05
"33",2.63950934039648e-05
"34",2.4348035740395e-05
"35",2.08434157295084e-05
"36",2.12530517261758e-05
"37",1.89036698053815e-05
"38",2.04938130188856e-05
"39",1.88401980383924e-05
"40",1.90374286515445e-05
"41",1.58277403098715e-05
"42",1.81704714709967e-05
"43",1.66870007661949e-05
"44",1.62744203764185e-05
"45",1.44645063693738e-05
"46",1.50427339046883e-05
"47",1.28449627910747e-05
"48",1.2637731188488e-05
"49",1.2913238400156e-05
"50",1.37962856403946e-05
"51",1.48971069778728e-05
"52",1.29295890421527e-05
"53",1.14865669204656e-05
"54",1.19353824188133e-05
"55",1.01257405455795e-05
"56",1.11890410098042e-05
"57",1.06766753476102e-05
"58",1.08804080387023e-05
"59",9.9461460096854e-06
"60",1.02053443406475e-05
"61",9.68192061895877e-06
"62",8.66202451007365e-06
"63",9.71049681446437e-06
"64",9.14224245996614e-06
"65",8.56541080554492e-06
"66",8.14697635757588e-06
"67",7.4158050368157e-06
"68",8.0040742631859e-06
"69",7.91834362329233e-06
"70",7.36438353581353e-06
"71",7.22676991884184e-06
"72",7.35023149982734e-06
"73",6.25258345070584e-06
"74",7.91600668573224e-06
"75",6.71050776474105e-06
"76",6.48279370320131e-06
"77",6.98476906723364e-06
"78",6.40472807224308e-06
"79",6.01650893780769e-06
"80",6.24462356102913e-06
"81",5.48027842165465e-06
"82",6.00480492764903e-06
"83",5.98982864730561e-06
"84",5.82155102179419e-06
"85",5.56981075370374e-06
"86",4.81702055107172e-06
"87",5.2800378148952e-06
"88",5.16140846276971e-06
"89",5.33050565188946e-06
"90",4.80137553311024e-06
"91",4.77344314309299e-06
"92",4.72376890974082e-06
"93",4.63033902088583e-06
"94",4.42845829545643e-06
"95",4.44422023220939e-06
"96",4.22619050342421e-06
"97",4.20751718481044e-06
"98",4.21870448403266e-06
"99",4.34856012605064e-06
"100",3.88336924214956e-06
"101",4.2150313427755e-06
"102",4.15360892116307e-06
"103",3.72003997230044e-06
"104",3.84918354131885e-06
"105",3.40231914128255e-06
"106",3.83869364097279e-06
"107",3.83381226236453e-06
"108",3.47315462650757e-06
"109",3.54767628661436e-06
"110",3.66896289146285e-06
"111",3.25736427682227e-06
"112",3.09118702263518e-06
"113",3.18466430188016e-06
"114",3.28451046829881e-06
"115",3.07083484025552e-06
"116",3.13463195453446e-06
"117",3.36046708416784e-06
"118",3.27999466941058e-06
"119",2.89804401841725e-06
"120",3.00623676362627e-06
"121",2.91515764345473e-06
"122",3.02074906655736e-06
"123",2.71557625548454e-06
"124",2.80029190495461e-06
"125",2.7554742428173e-06
"126",2.52294445303912e-06
"127",2.62594395236884e-06
"128",2.89878936335701e-06
"129",2.72918436400293e-06
