"","x"
"1",0.0115230318382601
"2",0.00371432037127598
"3",0.00187589788382809
"4",0.000843161488654422
"5",0.000668940964230952
"6",0.000504169611917732
"7",0.000354782827352395
"8",0.000352567085458605
"9",0.000214944959084745
"10",0.000229772821416623
"11",0.000160284143253033
"12",0.000109835525989199
"13",0.000121315250079792
"14",0.000131662990544101
"15",0.00010012527608868
"16",8.71002269821066e-05
"17",8.33901259363536e-05
"18",6.12405533150975e-05
"19",6.2177846982537e-05
"20",7.09528974338254e-05
"21",4.80046167047881e-05
"22",4.76305104603473e-05
"23",4.04428802920594e-05
"24",3.62985764322225e-05
"25",4.48111167759179e-05
"26",2.76380270882871e-05
"27",3.00602837298945e-05
"28",3.66294474325452e-05
"29",2.47956235352441e-05
"30",2.56984332736073e-05
"31",1.68753405597657e-05
"32",2.38133974814772e-05
"33",2.21657002900407e-05
"34",1.75103368573846e-05
"35",1.78443678418061e-05
"36",1.86953000568431e-05
"37",1.66292119064511e-05
"38",1.67067483516221e-05
"39",1.53261686993565e-05
"40",1.62458438200694e-05
"41",1.48957082874889e-05
"42",1.4591465131411e-05
"43",1.40006842506944e-05
"44",1.44581924776093e-05
"45",1.25783097873539e-05
"46",1.17954220866685e-05
"47",1.00175312191318e-05
"48",1.04700723489671e-05
"49",9.07891800247563e-06
"50",1.01475052233579e-05
"51",1.00598242262317e-05
"52",9.42458933051028e-06
"53",8.43194788626414e-06
"54",8.54833190717188e-06
"55",8.32665449759874e-06
"56",8.3616749483627e-06
"57",8.30733199607783e-06
"58",7.59570509110254e-06
"59",7.87048974795876e-06
"60",5.98834853424027e-06
"61",6.92885911803367e-06
"62",7.47882762753911e-06
"63",6.03622648508649e-06
"64",5.850790144595e-06
"65",5.19879353622712e-06
"66",6.02387222940825e-06
"67",5.12989059865024e-06
"68",5.75111218630393e-06
"69",5.89229243811818e-06
"70",5.33471973937296e-06
"71",5.14231861854866e-06
"72",5.03508474608673e-06
"73",4.91855586837754e-06
"74",4.73452579559663e-06
"75",5.09278820037248e-06
"76",4.69426047364015e-06
"77",4.35697333512013e-06
"78",4.27447859776056e-06
"79",4.48511883235633e-06
"80",4.3859467198592e-06
"81",4.06775917860047e-06
"82",4.13111824178156e-06
"83",3.67890368463862e-06
"84",3.68580582019986e-06
"85",3.64564650131713e-06
"86",3.67676029992806e-06
"87",4.09578868979197e-06
"88",3.7511942171376e-06
"89",3.12260498863079e-06
"90",3.70581521525907e-06
"91",2.8680278239566e-06
"92",3.34857240490863e-06
"93",2.94295276380097e-06
"94",2.99862366210956e-06
"95",2.96742202634118e-06
"96",2.8025535695363e-06
"97",2.77063681545538e-06
"98",2.60949990114645e-06
"99",2.49135734463889e-06
"100",2.61253097988582e-06
"101",2.41192307593861e-06
"102",2.5801321106033e-06
"103",2.57895817250929e-06
"104",2.4351681164784e-06
"105",2.61156797579055e-06
"106",2.68192991311688e-06
"107",2.58744484911005e-06
"108",2.27459587522081e-06
"109",2.53307435953408e-06
"110",2.31408592024435e-06
"111",2.05319547916402e-06
"112",2.26951091841875e-06
"113",2.17190314632343e-06
"114",2.00344588544652e-06
"115",2.37117123512168e-06
"116",2.06439022103951e-06
"117",2.08524344560501e-06
"118",1.8049162714454e-06
"119",2.04368974827254e-06
"120",1.91015650041218e-06
"121",1.79204763710537e-06
"122",1.870599004877e-06
"123",1.6459133279438e-06
"124",1.93678863536703e-06
"125",1.82558543878471e-06
"126",1.67430395918625e-06
"127",1.76972988437428e-06
"128",1.68345385079545e-06
"129",1.60214342133931e-06
"130",1.57022024594343e-06
"131",1.62924670091486e-06
"132",1.63120596692322e-06
"133",1.52747457465948e-06
"134",1.60826494338954e-06
"135",1.61183024529536e-06
"136",1.58576349020518e-06
"137",1.45633910598086e-06
"138",1.47668093052374e-06
"139",1.45413819627454e-06
"140",1.55467307028074e-06
"141",1.49991078133276e-06
"142",1.49943552849813e-06
"143",1.40516042516737e-06
"144",1.41080304434132e-06
"145",1.25118454495843e-06
"146",1.3291057206678e-06
"147",1.3172380241733e-06
"148",1.29534636286899e-06
"149",1.28633673055369e-06
"150",1.19242118695969e-06
"151",1.24874657730267e-06
"152",1.29211004504489e-06
"153",1.3203974275914e-06
"154",1.20583892486525e-06
"155",1.32492115239708e-06
"156",1.14770782583867e-06
"157",1.28284736941521e-06
"158",1.19783734842623e-06
"159",1.24351955242917e-06
"160",1.22808303332297e-06
"161",1.12147485851854e-06
"162",1.07627031603383e-06
"163",1.23197822972895e-06
"164",1.08215140260948e-06
"165",1.09558484637282e-06
