"","x"
"1",0.00252185566965981
"2",0.00127234599975529
"3",0.000886907856981784
"4",0.000589161866944505
"5",0.000816685337701487
"6",0.000448456347781743
"7",0.000352643921887928
"8",0.000329885621832869
"9",0.000302099735939101
"10",0.000205530286155252
"11",0.000164185342686847
"12",0.000137733451001498
"13",0.000113414779563259
"14",0.00013620858516626
"15",0.000115767838550565
"16",8.90456229634608e-05
"17",7.81678823620052e-05
"18",7.62402019930099e-05
"19",7.74565918845283e-05
"20",5.74675838196317e-05
"21",5.72651040481746e-05
"22",4.08921846416636e-05
"23",4.49479837836791e-05
"24",4.33546072150165e-05
"25",4.59589490991218e-05
"26",3.57519861914483e-05
"27",4.18251718471532e-05
"28",3.3705309902296e-05
"29",3.24265106962372e-05
"30",2.95054628152043e-05
"31",2.83413856252815e-05
"32",2.63231921355557e-05
"33",2.43887114342267e-05
"34",2.30580913618032e-05
"35",2.17662579450038e-05
"36",2.11988268439034e-05
"37",1.93884206669134e-05
"38",1.9494888215543e-05
"39",1.79908229174167e-05
"40",2.02581978894868e-05
"41",1.68672264933106e-05
"42",1.69275152959046e-05
"43",1.52934219346862e-05
"44",1.68775491859455e-05
"45",1.38373758392734e-05
"46",1.35580285314859e-05
"47",1.21588426181301e-05
"48",1.28449603097131e-05
"49",1.17119822423572e-05
"50",1.17071664993134e-05
"51",1.1252963621579e-05
"52",1.15145328851502e-05
"53",9.23270189823001e-06
"54",9.35777981524189e-06
"55",9.042522084356e-06
"56",9.19065866468367e-06
"57",8.64915600979693e-06
"58",8.09988613536781e-06
"59",8.25275242727483e-06
"60",7.26737902565304e-06
"61",7.69379458129018e-06
"62",8.2584470499571e-06
"63",8.48079258338783e-06
"64",6.87929038885684e-06
"65",6.50275982765336e-06
"66",6.62576275582201e-06
"67",7.59691205877427e-06
"68",7.19128329707043e-06
"69",6.7154492211519e-06
"70",7.00131045717562e-06
"71",5.44846541586409e-06
"72",5.89369941457402e-06
"73",5.99118077075465e-06
"74",5.87614489459048e-06
"75",4.99030211800864e-06
"76",5.17252377196008e-06
"77",4.84906657416113e-06
"78",5.87725673352895e-06
"79",5.62009939901123e-06
"80",4.94609007403307e-06
"81",5.15406194504337e-06
"82",4.99409101041041e-06
"83",4.57089114491374e-06
"84",4.4697706455287e-06
"85",4.72884669916998e-06
"86",3.97904050323452e-06
"87",4.15784352800731e-06
"88",4.08677106897424e-06
"89",4.10677635261913e-06
"90",4.03052904304206e-06
"91",3.80062331113908e-06
"92",4.16930856784947e-06
"93",3.69128687228265e-06
"94",3.6025565327246e-06
"95",3.4792183908152e-06
"96",3.31551071483411e-06
"97",3.46014325917718e-06
"98",3.45874197711527e-06
"99",3.2985903194277e-06
"100",3.33379776735862e-06
"101",3.07043211985194e-06
"102",3.05997212264961e-06
"103",3.08631831758521e-06
"104",2.99562598800477e-06
"105",3.05264032256185e-06
"106",2.84213725860615e-06
"107",3.14475459529564e-06
"108",2.86834302125731e-06
"109",2.89608047112797e-06
"110",2.69670189793441e-06
"111",2.73354659801142e-06
"112",2.63942627994127e-06
"113",2.77053805856414e-06
"114",2.49664779806857e-06
"115",2.77968403065124e-06
"116",2.50926855256215e-06
"117",2.68728257277198e-06
"118",2.53019581011174e-06
"119",2.49146617861073e-06
"120",2.41367394432673e-06
"121",2.25729403622124e-06
"122",2.35440782830371e-06
"123",2.01072870949908e-06
"124",2.16009159960035e-06
"125",2.09589143721677e-06
"126",2.13603914076485e-06
"127",1.90975388607717e-06
"128",2.12926414503817e-06
"129",2.11753813849955e-06
"130",1.89312983085482e-06
"131",1.85328922078749e-06
"132",1.89525449576898e-06
"133",1.90390350179204e-06
"134",1.83925861035861e-06
"135",1.91400233670535e-06
"136",1.93167649897242e-06
"137",1.91527389289706e-06
"138",1.63336236225035e-06
"139",1.64659325134195e-06
"140",1.61400640972878e-06
"141",1.89350676149882e-06
"142",1.62217371020371e-06
"143",1.71638097948923e-06
"144",1.61150514131155e-06
"145",1.43707590895401e-06
"146",1.62274406256551e-06
"147",1.59066568637682e-06
"148",1.69435424674055e-06
"149",1.43296484719128e-06
"150",1.51660125231952e-06
"151",1.47059954652627e-06
"152",1.40305051465157e-06
"153",1.57056753889596e-06
"154",1.53855779755924e-06
"155",1.35567087449841e-06
"156",1.39261336782354e-06
"157",1.41601284526916e-06
"158",1.44054466336349e-06
"159",1.34182820148503e-06
"160",1.37893906238422e-06
"161",1.33743963394847e-06
"162",1.2868606169305e-06
"163",1.27723695654436e-06
"164",1.34409935198883e-06
"165",1.23478129671317e-06
"166",1.29662359764815e-06
"167",1.2535547358236e-06
"168",1.23229380484988e-06
"169",1.25492500087102e-06
"170",1.18012458638886e-06
"171",1.1211523128577e-06
"172",1.22443652778575e-06
"173",1.2467794083457e-06
"174",1.15597147164547e-06
"175",1.22629188535867e-06
"176",1.09420836430208e-06
"177",1.188436731526e-06
"178",1.11470055290368e-06
"179",1.09208182129184e-06
"180",1.09943854517045e-06
"181",1.10285124754575e-06
"182",1.08303847139262e-06
"183",1.11599722634987e-06
"184",1.05333633634764e-06
"185",1.14825810486807e-06
"186",1.03061743913494e-06
"187",1.08680826300526e-06
"188",1.10782280530614e-06
"189",9.97218132092317e-07
"190",1.03439413485994e-06
"191",9.83389997721457e-07
"192",9.64900253915946e-07
"193",9.99111005966944e-07
"194",9.91597832970702e-07
"195",9.9060439412128e-07
"196",9.92267827721079e-07
"197",9.1201653594941e-07
"198",9.33006242391996e-07
"199",9.7064377695636e-07
"200",8.685296639736e-07
"201",9.36375553924852e-07
"202",9.14766285397399e-07
"203",9.37991598143435e-07
"204",9.49736359555459e-07
"205",8.67225045212463e-07
"206",8.4514957335441e-07
"207",8.38343738953549e-07
"208",8.26563819061346e-07
"209",8.30290688950421e-07
"210",8.47570596721731e-07
"211",8.07903932774349e-07
"212",8.71640422246345e-07
"213",8.53520476513241e-07
"214",8.28249864763662e-07
"215",8.71475158957125e-07
"216",8.26618151727465e-07
"217",7.94234380299457e-07
"218",7.80493402866478e-07
"219",7.82514731996079e-07
"220",8.2842222037108e-07
"221",7.7724316610633e-07
"222",7.86774544193562e-07
"223",7.74394258987208e-07
"224",7.49735130378438e-07
"225",7.11277856032344e-07
"226",7.60030676872517e-07
"227",7.33038277425597e-07
"228",7.67719281097251e-07
"229",7.41104664062523e-07
"230",7.05750947529441e-07
"231",7.52199183208978e-07
"232",7.87537649305259e-07
"233",7.26157643476083e-07
"234",7.27127752075355e-07
"235",6.72059190322823e-07
"236",7.21826953955547e-07
"237",6.76622360536461e-07
"238",6.61707818886445e-07
"239",6.96566611784854e-07
"240",6.52450414063934e-07
"241",6.77063004068547e-07
"242",6.88458075280262e-07
"243",6.78993393842404e-07
"244",6.53614196895408e-07
"245",6.47202522006969e-07
"246",6.94373346527337e-07
"247",6.86866462616461e-07
"248",6.62719435148697e-07
"249",6.28884595438359e-07
"250",6.17031834693492e-07
"251",6.57051474556246e-07
"252",6.15531447853818e-07
"253",6.37745025450107e-07
"254",6.30804713195464e-07
"255",6.43658100794633e-07
"256",6.59314353211274e-07
"257",5.89259652938495e-07
"258",5.95664352910231e-07
"259",5.85467186378396e-07
"260",5.81740169381066e-07
"261",6.04700961191968e-07
"262",5.93074328535699e-07
"263",6.00098019154142e-07
"264",6.17056287116222e-07
"265",6.01176624002463e-07
"266",6.34038296434972e-07
"267",6.0356422168523e-07
"268",5.66630436194215e-07
"269",5.53277967432349e-07
"270",5.52499982277902e-07
"271",5.87648707128838e-07
"272",5.86131186634691e-07
"273",6.05877191140676e-07
"274",5.78500897506029e-07
"275",5.77356450234613e-07
"276",5.2250731237318e-07
"277",5.61810307571391e-07
"278",5.49308429853722e-07
"279",5.58184440402674e-07
"280",5.2839918378187e-07
"281",5.48647775780483e-07
"282",5.34572142611545e-07
"283",5.35381592091731e-07
"284",5.29741707268868e-07
"285",5.44325884833469e-07
"286",5.08647515403682e-07
"287",5.68571376015064e-07
"288",5.13059180126187e-07
"289",5.28997716084394e-07
"290",5.10175132787095e-07
"291",5.3809917829229e-07
"292",5.20102563099106e-07
"293",5.27685452102361e-07
"294",4.74460036560656e-07
"295",5.20531167385745e-07
"296",4.84953622562728e-07
"297",5.04899623763149e-07
"298",5.23866727879118e-07
"299",4.99448064389075e-07
"300",4.88627919149301e-07
"301",4.86749985769069e-07
"302",4.94316564148943e-07
"303",4.81952804231823e-07
"304",4.7667748182879e-07
"305",4.77412974297618e-07
"306",4.74913234281857e-07
"307",4.94715553037079e-07
"308",4.91346346387881e-07
"309",4.73780111995501e-07
"310",4.68897927721225e-07
"311",4.69165562657311e-07
"312",4.53964712854232e-07
"313",4.56950626268872e-07
"314",5.10446284418175e-07
"315",4.68002228231415e-07
"316",4.73968228193169e-07
"317",4.61743915090866e-07
"318",4.55586177395083e-07
"319",4.49323275844638e-07
"320",4.28648425063166e-07
"321",4.50142634996721e-07
"322",4.55066603690056e-07
"323",4.63963458538148e-07
"324",4.61408847225707e-07
"325",4.43369889671842e-07
"326",4.51371328908331e-07
"327",4.80556590343459e-07
"328",4.43813645863777e-07
"329",4.29786475513039e-07
"330",4.34029253591387e-07
"331",4.12794946941052e-07
"332",4.32041392100492e-07
"333",4.27440666169058e-07
"334",4.16987337587969e-07
"335",4.15151475237774e-07
"336",4.28914323218534e-07
"337",4.34468895771986e-07
"338",4.48577191415303e-07
"339",4.29279446021336e-07
"340",4.43507831660741e-07
"341",4.37239095192705e-07
"342",4.29153100016274e-07
"343",4.2208598951195e-07
"344",4.10579152482279e-07
"345",4.37518322883785e-07
"346",4.34056651809329e-07
"347",4.09646757523474e-07
"348",4.03551231127497e-07
"349",4.01172767603791e-07
"350",4.17885898537018e-07
"351",4.18952495372026e-07
"352",4.15157303562184e-07
"353",4.05693346923137e-07
"354",3.76747818840294e-07
"355",4.05118067078556e-07
"356",3.96854923162699e-07
"357",4.30237808144127e-07
"358",4.06099054956722e-07
"359",4.04781666027441e-07
"360",3.90689740774583e-07
"361",3.99858094491028e-07
"362",3.92005908434292e-07
