"","x"
"1",0.000131633768285708
"2",0.00020419201121062
"3",0.000188933933556471
"4",0.000114096881633579
"5",9.72828876011904e-05
"6",0.000112982430186179
"7",6.98819942573388e-05
"8",5.56684985265469e-05
"9",5.52393201582357e-05
"10",4.29334067307085e-05
"11",4.29321368891846e-05
"12",2.62177648496212e-05
"13",4.50815534401816e-05
"14",4.33962066886128e-05
"15",2.6272898748477e-05
"16",2.75802603862826e-05
"17",2.93519165195681e-05
"18",2.78741613966251e-05
"19",2.76734592827483e-05
"20",2.37829999753264e-05
"21",2.03768806315164e-05
"22",2.97536422681006e-05
"23",2.09957620175467e-05
"24",2.04831719965812e-05
"25",1.95219004340494e-05
"26",1.84057863068661e-05
"27",1.91964013377416e-05
"28",1.8906800867825e-05
"29",1.33781823305346e-05
"30",1.14410865253774e-05
"31",1.40972445633307e-05
"32",1.37190398231084e-05
"33",1.1909642569729e-05
"34",1.43176861528442e-05
"35",1.37014871337033e-05
"36",1.15346234412924e-05
"37",1.32086104265452e-05
"38",1.07984941322885e-05
"39",1.2287555723435e-05
"40",1.20715372985805e-05
"41",1.13543024178224e-05
"42",1.13901378814688e-05
"43",9.88242517435735e-06
"44",1.03627136655781e-05
"45",8.53208027233732e-06
"46",8.33543826607731e-06
"47",9.01073308308618e-06
"48",1.06795292538466e-05
"49",9.23790536383196e-06
"50",9.60013999952022e-06
"51",8.71802906762014e-06
"52",8.05231199385973e-06
"53",8.84000489760166e-06
"54",7.04793309474584e-06
"55",7.82570265527621e-06
"56",7.89541337599194e-06
"57",7.03730652609888e-06
"58",6.98756702142326e-06
"59",6.46585587325857e-06
"60",6.12897851652278e-06
"61",7.17043176032871e-06
"62",6.37505859388887e-06
"63",5.79654919158933e-06
"64",6.7314006537755e-06
"65",6.27625032207856e-06
"66",5.53937587027312e-06
"67",6.1845107159849e-06
"68",5.66716112930308e-06
"69",5.32324138009109e-06
"70",5.64874628724109e-06
"71",5.12633727781744e-06
"72",5.68746841324005e-06
"73",5.72421009491582e-06
"74",5.23748692535838e-06
"75",4.88861331289021e-06
"76",5.29338481017287e-06
"77",4.06751777788518e-06
"78",4.2728323631414e-06
"79",4.78710819789415e-06
"80",4.54386656943084e-06
"81",4.55187080858758e-06
"82",4.10826756286878e-06
"83",4.4659046039183e-06
"84",4.40088709795571e-06
"85",4.68939737906112e-06
"86",4.09684218168023e-06
"87",4.1310957714437e-06
"88",4.02619654787936e-06
"89",3.88422928703877e-06
"90",3.78393570807951e-06
"91",3.86691232203326e-06
"92",3.92923920038705e-06
"93",4.0427415085834e-06
"94",3.11499688886851e-06
"95",3.90965459331464e-06
"96",3.37881046657201e-06
"97",3.14355549710246e-06
"98",3.60798967083287e-06
"99",3.34817474857876e-06
"100",3.25681560185843e-06
"101",3.2413586767554e-06
"102",3.26337558601454e-06
"103",3.3279493876636e-06
"104",3.0400359975636e-06
"105",2.98990962390977e-06
"106",3.06438986883106e-06
"107",3.01064127432825e-06
