"","x"
"1",0.000196367129247794
"2",0.000145773329434738
"3",0.000248047809890769
"4",0.000159284385368785
"5",8.87108897769896e-05
"6",0.000110226471838859
"7",0.000112355617788334
"8",4.60594687598938e-05
"9",5.30623332317032e-05
"10",3.61401690122961e-05
"11",4.72794123721934e-05
"12",5.73858279884246e-05
"13",3.60010145448981e-05
"14",3.76601043821577e-05
"15",3.13528196593479e-05
"16",3.82343514662286e-05
"17",2.86164363119378e-05
"18",2.14414678841756e-05
"19",2.62889661078036e-05
"20",2.59314757103697e-05
"21",2.33088611539358e-05
"22",2.25451437332982e-05
"23",2.4080057790326e-05
"24",2.0625039491318e-05
"25",2.14372825518744e-05
"26",1.39786776167972e-05
"27",1.83878403784913e-05
"28",1.67781905814623e-05
"29",1.3213249200449e-05
"30",1.41293117921861e-05
"31",1.27073278487392e-05
"32",1.33211630482027e-05
"33",1.50841204754831e-05
"34",1.32123025211798e-05
"35",1.22043116209616e-05
"36",1.32899793040197e-05
"37",1.04167717809856e-05
"38",1.1654845560717e-05
"39",1.07676938764926e-05
"40",1.1302343623465e-05
"41",1.07249641848237e-05
"42",1.13356320431024e-05
"43",8.31988840429304e-06
"44",8.35079411650548e-06
"45",9.71746951616539e-06
"46",1.03876109368424e-05
"47",9.06458640937851e-06
"48",9.71829779402942e-06
"49",8.25733727783521e-06
"50",8.26658768060488e-06
"51",8.75171480274115e-06
"52",8.91567854137771e-06
"53",8.29496707703265e-06
"54",7.08146929935803e-06
"55",7.09411899148502e-06
"56",6.63114968820783e-06
"57",7.27913315462807e-06
"58",7.41365200043772e-06
"59",5.7721420776341e-06
"60",6.93628788596864e-06
"61",5.97921310599249e-06
"62",5.77166715397358e-06
"63",6.43936519846124e-06
"64",6.1253429908141e-06
"65",5.73979747358099e-06
"66",5.75919297208311e-06
"67",5.93987501414436e-06
"68",4.74956667579214e-06
"69",5.60373773381027e-06
"70",6.18078494570956e-06
"71",5.63138905056953e-06
"72",4.7976615478156e-06
"73",4.95089447381779e-06
"74",4.85697490729718e-06
"75",5.05459339702436e-06
"76",4.94066298984459e-06
"77",5.0711617845093e-06
"78",4.81365592212909e-06
"79",5.21078095279231e-06
"80",4.78158522770995e-06
"81",4.45532906683671e-06
"82",4.63412010628808e-06
"83",5.01621060543388e-06
"84",4.53968427976646e-06
"85",4.18979320304876e-06
"86",4.06304059860088e-06
"87",4.58382013541403e-06
"88",4.18159935624379e-06
"89",4.06377476044958e-06
"90",4.15400473267541e-06
"91",3.98887449769884e-06
"92",3.57245652633691e-06
"93",3.82033017818638e-06
"94",4.32805068633054e-06
"95",3.68114031523317e-06
"96",3.6295840382357e-06
"97",3.20769499372818e-06
"98",3.39639453390081e-06
"99",3.66887531416338e-06
"100",3.46981054642346e-06
"101",3.34037933404887e-06
"102",3.46748434331853e-06
"103",3.71835006128361e-06
"104",3.18084372324257e-06
"105",3.26811930699849e-06
"106",3.19348933507069e-06
"107",2.99411164400582e-06
"108",3.29057631409987e-06
"109",2.87571118606541e-06
"110",3.09748952166275e-06
"111",2.93939094595992e-06
"112",2.84177658023676e-06
"113",3.15213786501661e-06
"114",2.41495259703203e-06
"115",2.71114144001323e-06
"116",2.96093001702367e-06
"117",2.87636654451012e-06
"118",2.92941698926639e-06
"119",2.74473895042931e-06
"120",2.71256853708901e-06
"121",2.47851509355359e-06
"122",2.5990955471718e-06
"123",2.66553709559967e-06
"124",2.6739966902987e-06
"125",2.68038871844352e-06
"126",2.45168840017545e-06
"127",2.34593970430669e-06
"128",2.84168798753084e-06
"129",2.59749047924271e-06
"130",2.46839947232788e-06
"131",2.34853728873563e-06
"132",2.39023276175942e-06
"133",2.10444645639981e-06
"134",2.33472853776211e-06
"135",2.1879379394912e-06
"136",2.14461232714672e-06
"137",2.06333019457582e-06
"138",2.44433281681215e-06
"139",2.3344657973215e-06
"140",2.22229710620283e-06
"141",2.35055829842224e-06
"142",2.13151926235167e-06
"143",2.28585534739103e-06
"144",2.29308528439684e-06
"145",2.09792127252864e-06
"146",2.17928471736266e-06
"147",2.1256941565212e-06
"148",2.21662206690891e-06
"149",2.02633745397387e-06
"150",2.01178282385062e-06
"151",2.22723172115928e-06
"152",2.10848909999535e-06
"153",1.98774734754817e-06
"154",2.0280128390085e-06
"155",1.86458519902198e-06
"156",1.99226229670648e-06
"157",1.77060745272443e-06
"158",2.04167727060269e-06
"159",1.89144650179249e-06
"160",1.72278792294202e-06
"161",1.70010674523672e-06
"162",1.73187791915443e-06
"163",1.88966129641985e-06
"164",1.74211875154169e-06
"165",1.97934275784518e-06
"166",1.79751685900602e-06
"167",1.85460001491783e-06
"168",1.62397201840256e-06
"169",1.78893505679463e-06
"170",1.79150346756763e-06
"171",1.73094917489696e-06
"172",1.72747497627085e-06
"173",1.55385488342054e-06
"174",1.6532498855895e-06
"175",1.67366287899903e-06
"176",1.68077444459052e-06
"177",1.75590748474246e-06
"178",1.62903878898633e-06
"179",1.58008099790891e-06
"180",1.57917938634267e-06
"181",1.68783967002664e-06
"182",1.78137854035876e-06
"183",1.64812452034446e-06
"184",1.66819197531709e-06
"185",1.52046489261381e-06
"186",1.48720818535796e-06
"187",1.55567211239895e-06
"188",1.53674171581411e-06
"189",1.54316553317557e-06
"190",1.62855283047582e-06
"191",1.4425995145179e-06
"192",1.52507425333877e-06
"193",1.46497295140226e-06
"194",1.3505756695819e-06
"195",1.44944529166411e-06
"196",1.48448597407229e-06
"197",1.38667325319773e-06
"198",1.56354601378385e-06
"199",1.46230999834949e-06
"200",1.33786400543657e-06
"201",1.43139277335385e-06
"202",1.41574011156014e-06
"203",1.46005190842733e-06
"204",1.37916535556823e-06
"205",1.38553450038583e-06
"206",1.38070720283976e-06
"207",1.35536912313287e-06
"208",1.35410472924935e-06
"209",1.26121513773872e-06
"210",1.27119964786018e-06
"211",1.30616319865939e-06
"212",1.3254829559349e-06
"213",1.4458743270473e-06
"214",1.22077955848938e-06
"215",1.37816797136901e-06
"216",1.31236319882668e-06
"217",1.30210522404184e-06
"218",1.38330913887389e-06
"219",1.30046379805633e-06
"220",1.21738036260954e-06
"221",1.31247569807741e-06
"222",1.29749676659691e-06
"223",1.22260060263258e-06
"224",1.31056579295716e-06
"225",1.32270556794779e-06
"226",1.15840442214825e-06
"227",1.2821059554633e-06
"228",1.21010524628787e-06
"229",1.29146017720056e-06
"230",1.26276517099683e-06
"231",1.22365481451415e-06
"232",1.20176403127705e-06
"233",1.28483636547272e-06
"234",1.2069239595525e-06
"235",1.26818323418188e-06
"236",1.21263043558229e-06
"237",1.21277835282926e-06
"238",1.21643133128138e-06
"239",1.13921825425834e-06
"240",1.20389850220145e-06
"241",1.1391962356253e-06
"242",1.1386117919043e-06
"243",1.19597812198602e-06
"244",1.21016102537541e-06
"245",1.16549422434961e-06
"246",1.11020490491185e-06
"247",1.09138525639153e-06
"248",1.06987277014638e-06
"249",1.09536368652333e-06
"250",1.13870989717548e-06
"251",1.05800588789706e-06
"252",1.0575593298467e-06
"253",1.10099738069398e-06
"254",1.00388316149666e-06
"255",1.03854602522627e-06
"256",9.56900606289459e-07
"257",1.03284772824733e-06
"258",9.91648426518074e-07
"259",1.02275226957491e-06
"260",1.06575057653365e-06
"261",1.04376634242142e-06
"262",1.05993119892533e-06
"263",1.02767857599592e-06
"264",1.04419323651153e-06
"265",1.01429367849164e-06
"266",9.38645970237706e-07
"267",9.56906605538247e-07
"268",1.02355440644812e-06
"269",9.699800559585e-07
"270",9.9558081241882e-07
"271",9.5736074323005e-07
"272",9.91340690761039e-07
"273",9.70667409986785e-07
"274",1.0068574488556e-06
"275",1.01347883737117e-06
"276",1.01464450139627e-06
"277",9.72693835121165e-07
"278",9.54526647766938e-07
"279",9.77339337537401e-07
"280",9.609150955501e-07
"281",1.04407643543867e-06
"282",9.59218590331851e-07
"283",1.02144552642673e-06
"284",9.65511194322083e-07
"285",9.17348148131108e-07
"286",9.53867736217856e-07
"287",8.77562739155199e-07
"288",9.61454021113478e-07
"289",8.66026933505995e-07
"290",9.04535738346661e-07
"291",9.18756496210134e-07
"292",8.78073156741995e-07
"293",9.17948209449049e-07
"294",9.03689408366488e-07
"295",9.0123415998762e-07
"296",8.8785417962749e-07
"297",8.88662177614644e-07
"298",8.85579567629944e-07
"299",8.65152863439787e-07
"300",8.49997274921349e-07
"301",8.75643822435863e-07
"302",9.0248899326359e-07
"303",9.09222311942922e-07
"304",8.6771345633735e-07
"305",8.95734637917197e-07
"306",8.502442031988e-07
"307",9.58739993302296e-07
"308",9.17273815601357e-07
"309",8.61851902358039e-07
"310",8.92607389960339e-07
"311",9.24770592719718e-07
"312",8.50993378961775e-07
"313",8.31799045065178e-07
"314",8.64386594025283e-07
"315",8.38676188485661e-07
"316",8.35511722272604e-07
"317",8.02090201326092e-07
"318",8.37812639661678e-07
"319",8.69401510541827e-07
"320",7.64161591836595e-07
"321",7.61559987955879e-07
"322",8.55466165002172e-07
"323",8.07167601419468e-07
"324",8.44103239158172e-07
"325",8.2178979938569e-07
"326",7.9539608502966e-07
"327",8.49307053147735e-07
"328",7.7912216699885e-07
"329",8.27496499215647e-07
"330",7.77421793081386e-07
"331",8.01093607386343e-07
"332",8.02300860999021e-07
"333",8.0248915692584e-07
"334",7.7328584693673e-07
"335",7.9469773326406e-07
"336",7.92439690104842e-07
"337",7.91596024187842e-07
"338",7.79311182427529e-07
"339",8.17626403641652e-07
"340",7.99608115698683e-07
"341",8.16218947281019e-07
"342",8.16692919321545e-07
"343",7.51627445089601e-07
"344",7.81247892422037e-07
"345",7.79202392840137e-07
"346",7.76902580862275e-07
"347",7.89021512967411e-07
"348",7.32231359776584e-07
"349",8.1236981496638e-07
"350",7.50626587619886e-07
"351",7.19618290546643e-07
"352",7.49218592445684e-07
"353",7.57739794301499e-07
"354",7.42049986310528e-07
"355",7.81317266490989e-07
"356",7.44264496398512e-07
"357",7.64805303440744e-07
"358",7.48512969472573e-07
"359",7.60113675587284e-07
"360",7.40071591275323e-07
"361",7.28272795608895e-07
"362",7.96986758171526e-07
"363",7.70118741655873e-07
"364",7.29032101411525e-07
"365",6.92279710508624e-07
"366",7.37309457574047e-07
"367",7.22715676346192e-07
"368",7.16477924008499e-07
"369",7.35837510736925e-07
"370",7.5830588777454e-07
"371",7.33896692731528e-07
"372",7.36595226661688e-07
"373",7.15822006692408e-07
